graph_order,acronym,name_x,DHBA_name,DHBA_acronym,DHBA_id,color_hex_triplet,uDHBA_id,r,g,b,a,vis,msh
1710,lbrs,lateral bulboreticulospinal tract,lateral bulboreticulospinal tract,lbrs,DHBA:12758,#F2F1F0,1881,170,255,195,1,1,1
1711,lcs,lateral corticospinal tract ,lateral corticospinal tract,lcs,DHBA:12759,#F2F1F0,472,0,128,128,1,1,1
1712,lls,lateral longitudinal stria,lateral longitudinal stria,lls,DHBA:12064,#F2F1F0,243,170,255,195,1,1,1
1713,lvs,lateral vestibulospinal tract,lateral vestibulospinal tract,lvs,DHBA:12761,#F2F1F0,1883,145,30,180,1,1,1
1714,lfpn,longitudinal fasciculus,longitudinal fasciculus of the pons,lfpn,DHBA:12762,#F2F1F0,473,128,0,0,1,1,1
1715,mcht,medial corticohypothalamic tract,medial corticohypothalamic tract,mcht,DHBA:266441613,#F2F1F0,243,255,215,180,1,1,1
1716,mfb,medial forebrain bundle,medial forebrain bundle,mfb,DHBA:10587,#F2F1F0,1886,0,0,128,1,1,1
1717,mls,medial longitudinal stria,medial longitudinal stria,mls,DHBA:12066,#F2F1F0,1889,170,255,195,1,1,1
1718,mls,mediolateral sulcus,medial longitudinal stria,mls,DHBA:12066,#F2F1F0,1889,170,255,195,1,1,1
1719,mvet,medial vestibulospinal tract,medial vestibulospinal tract,mvet,DHBA:12766,#F2F1F0,1891,255,215,180,1,1,1
1720,me5,mesencephalic trigeminal tract,mesencephalic trigeminal tract,me5,DHBA:12767,#F2F1F0,1892,210,245,60,1,1,1
1721,milf,middle longitudinal fasciculus,middle longitudinal fasciculus,milf,DHBA:12067,#F2F1F0,1893,230,25,75,1,1,1
1722,npa,nigropallidal tract,nigropallidal tract,npa,DHBA:12068,#F2F1F0,1894,128,128,0,1,1,1
1723,nst,nigrostriate tract,nigrostriate tract,nst,DHBA:12069,#F2F1F0,1895,255,225,25,1,1,1
1724,off,occipitofrontal fasciculus,occipitofrontal fasciculus,off,DHBA:10588,#F2F1F0,1896,220,190,255,1,1,1
1725,offi,inferior occipitofrontal fasciculus,inferior occipitofrontal fasciculus,offi,DHBA:12070,#F2F1F0,245,210,245,60,1,1,1
1726,offs,superior occipitofrontal fasciculus,superior occipitofrontal fasciculus,offs,DHBA:12071,#F2F1F0,1897,128,0,0,1,1,1
1727,ost,olfactory striae,olfactory striae,ost,DHBA:12074,#F2F1F0,246,145,30,180,1,1,1
1728,lost,lateral olfactory stria,lateral olfactory stria,lost,DHBA:12075,#F2F1F0,247,250,190,212,1,1,1
1729,most,medial olfactory stria,medial olfactory stria,most,DHBA:12076,#F2F1F0,249,240,50,230,1,1,1
1730,olico,olivocochlear bundle,olivocochlear bundle,olcob,DHBA:12771,#F2F1F0,1898,128,128,0,1,1,1
1731,opt,orbito-polar tract,orbito-polar tract,opt,DHBA:266441625,#F2F1F0,1899,60,180,75,1,1,1
1732,pni,pallidonigral tract,pallidonigral tract,pni,DHBA:12077,#F2F1F0,1900,0,128,128,1,1,1
1733,ptg,pallidotegmental tract,pallidotegmental tract,ptg,DHBA:12078,#F2F1F0,1901,210,245,60,1,1,1
1734,pth,pallidothalamic tract,pallidothalamic tract,pth,DHBA:12079,#F2F1F0,1902,170,110,40,1,1,1
1735,perf,perforant path,perforant path,perf,DHBA:12080,#F2F1F0,1903,250,190,212,1,1,1
1736,perp,perpendicular fasciculus,perpendicular fasciculus,perp,DHBA:266441629,#F2F1F0,1904,255,215,180,1,1,1
1737,ponb,pontine bundle,pontine bundle,ponb,DHBA:12081,#F2F1F0,1905,0,128,128,1,1,1
1738,pfpf,prefrontopontine fibers (Arnold’s bundle),prefrontopontine fibers,pfpf,DHBA:12042,#F2F1F0,1907,128,0,0,1,1,1
1739,rsp,raphespinal tract,raphespinal tract,rsp,DHBA:12777,#F2F1F0,1908,245,130,48,1,1,1
1740,lrsp,lateral raphespinal tract,lateral raphespinal tract,lrsp,DHBA:12778,#F2F1F0,1909,128,0,0,1,1,1
1741,vrsp,ventral raphespinal tract,ventral raphespinal tract,vrsp,DHBA:12779,#F2F1F0,469,220,190,255,1,1,1
1742,rsf,restiform body,restiform body,rsf,DHBA:12742,#F2F1F0,1910,145,30,180,1,1,1
1743,cbrf,cerebelloreticular fibers,cerebelloreticular fibers,cbrf,DHBA:12743,#F2F1F0,1911,170,110,40,1,1,1
1744,cbvf,cerebellovestibular fibers,cerebellovestibular fibers,cbvf,DHBA:12744,#F2F1F0,1912,230,25,75,1,1,1
1745,cucb,cuneocerebellar tract,cuneocerebellar tract,cucb,DHBA:12745,#F2F1F0,1913,255,225,25,1,1,1
1746,dsc,dorsal spinocerebellar tract,dorsal spinocerebellar tract,dsc,DHBA:12746,#F2F1F0,1914,250,190,212,1,1,1
1747,ocb,olivocerebellar tract,olivocerebellar tract,ocb,DHBA:12747,#F2F1F0,1915,210,245,60,1,1,1
1748,rcbt,reticulocerebellar tract,"reticulocerebellar tract, medullary division",rcbtm,DHBA:12748,#F2F1F0,1916,0,130,200,1,1,1
1749,sct,spinocerebellar tract,spinocerebellar tract,sct,DHBA:12749,#F2F1F0,1917,245,130,48,1,1,1
1750,rctp,reticulocerebellar tract,"reticulocerebellar tract, pontine division",rctp,DHBA:12770,#F2F1F0,1918,240,50,230,1,1,1
1751,rbb,rubrobulbar (rubronuclear) tract,rubrobulbar tract,rbb,DHBA:12780,#F2F1F0,1919,245,130,48,1,1,1
1752,rucb,rubrocerebellar fibers,rubrocerebellar fibers,rucb,DHBA:12359,#F2F1F0,1920,0,128,128,1,1,1
1753,rol,rubro-olivary tract,rubro-olivary tract,rol,DHBA:12781,#F2F1F0,1921,60,180,75,1,1,1
1754,rusp,rubrospinal tract,rubrospinal tract,rusp,DHBA:12782,#F2F1F0,478,128,128,0,1,1,1
1755,sr,somatosensory radiation,,,DHBA:AA30495,,479,255,215,180,1,1,1
1756,spl,spinal lemniscus,spinal lemniscus in hindbrain,slh,DHBA:12784,#F2F1F0,1923,128,128,0,1,1,1
1757,spb,spinobulbar tract,spinobulbar tract,spb,DHBA:12785,#F2F1F0,1924,0,0,128,1,1,1
1758,sphy,spinohypothalamic tract,spinohypothalamic tract,sphy,DHBA:12786,#F2F1F0,1925,170,110,40,1,1,1
1759,spme,spinomesencephalic tract,spinomesencephalic tract,spme,DHBA:12787,#F2F1F0,1926,0,130,200,1,1,1
1760,spre,spinoreticular tract,spinoreticular tract,spre,DHBA:12788,#F2F1F0,1927,170,110,40,1,1,1
1761,spth,spinothalamic tract,spinothalamic tract,spth,DHBA:12789,#F2F1F0,1928,128,128,0,1,1,1
1762,spve,spinovestibular tract,spinovestibular tract,spve,DHBA:12790,#F2F1F0,1929,170,110,40,1,1,1
1763,tbu,tectobulbar tract,tectobulbar tract,tbu,DHBA:12791,#F2F1F0,1930,230,25,75,1,1,1
1764,tbu,"tectobulbar tract, midbrain portion",tectobulbar tract,tbu,DHBA:12791,#F2F1F0,1930,230,25,75,1,1,1
1765,spol,spino-olivary tract,spino-olivary tract,spol,DHBA:12793,#F2F1F0,1932,230,25,75,1,1,1
1766,szt,stratum zonale of thalamus,stratum zonale of thalamus,szt,DHBA:12085,#F2F1F0,253,240,50,230,1,1,1
1767,sm4V,stria medulares of the fourth ventricle,stria medulares of the fourth ventricle,sm4V,DHBA:12822,#F2F1F0,254,250,190,212,1,1,1
1768,sni,strionigral tract,strionigral tract,sni,DHBA:12087,#F2F1F0,1935,245,130,48,1,1,1
1769,spa,striopallidal tract,striopallidal tract,spa,DHBA:12086,#F2F1F0,1936,128,0,0,1,1,1
1770,sth,striothalamic tract,striothalamic tract,sth,DHBA:12088,#F2F1F0,1937,60,180,75,1,1,1
1771,sthf,subthalamic fasciculus,subthalamic fasciculus,sthf,DHBA:12089,#F2F1F0,1939,128,0,0,1,1,1
1772,sprs,superficial presubicular path,superficial presubicular path,sprs,DHBA:266441637,#F2F1F0,1940,210,245,60,1,1,1
1773,slf,superior longitudinal fasciculus,superior longitudinal fasciculus,slf,DHBA:10592,#F2F1F0,1941,240,50,230,1,1,1
1774,slf-m,"superior longitudinal fasciculus, medial portion","superior longitudinal fasciculus, medial portion",slf-m,DHBA:266441641,#F2F1F0,1942,0,128,128,1,1,1
1775,slf-i,"superior longitudinal fasciculus, intermediate portion","superior longitudinal fasciculus, intermediate portion",slf-i,DHBA:266441645,#F2F1F0,1943,60,180,75,1,1,1
1776,slf-l,"superior longitudinal fasciculus, lateral portion","superior longitudinal fasciculus, lateral portion",slf-l,DHBA:266441649,#F2F1F0,1944,255,250,200,1,1,1
1777,tbu,tectobulbar tract,tectobulbar tract,tbu,DHBA:12791,#F2F1F0,1930,230,25,75,1,1,1
1778,tbu,"tectobulbar tract, midbrain portion",tectobulbar tract,tbu,DHBA:12791,#F2F1F0,1930,230,25,75,1,1,1
1779,tcb,tectocerebellar fibers,tectocerebellar fibers,tcb,DHBA:12360,#F2F1F0,1946,70,240,240,1,1,1
1780,tol,tecto-olivary fibers,tecto-olivary fibers,tol,DHBA:12363,#F2F1F0,1947,0,130,200,1,1,1
1781,tpn,tectopontine tract,tectopontine tract,tpn,DHBA:12364,#F2F1F0,1948,255,215,180,1,1,1
1782,tsp,tectospinal tract,tectospinal tract,tsp,DHBA:12794,#F2F1F0,1949,0,130,200,1,1,1
1783,tpb,temporopulvinar bundle,temporopulvinar bundle,tpul,DHBA:266441653,#F2F1F0,255,210,245,60,1,1,1
1784,thf,thalamic fasciculus,thalamic fasciculus,thf,DHBA:10593,#F2F1F0,1950,0,130,200,1,1,1
1785,thpa,thalamopallidal tract,thalamopallidal tract,thpa,DHBA:12090,#F2F1F0,1951,210,245,60,1,1,1
1786,thst,thalamostriate tract,thalamostriate tract,thst,DHBA:12091,#F2F1F0,1952,60,180,75,1,1,1
1787,tfp,transverse fibers,transverse fibers of pons,tfp,DHBA:12795,#F2F1F0,480,245,130,48,1,1,1
1788,tri5,trigeminothalamic tract,trigeminothalamic tract,tri5,DHBA:12797,#F2F1F0,1953,220,190,255,1,1,1
1789,tuin,tuberoinfundibular path,tuberoinfundibular path,tuin,DHBA:12092,#F2F1F0,1954,255,250,200,1,1,1
1790,unf,uncinate fasciculus,uncinate fasciculus,unf,DHBA:10594,#F2F1F0,1955,255,250,200,1,1,1
1791,ubcb,uncinate (hooked) bundle of cerebellum,uncinate (hooked) bundle of cerebellum,ubcb,DHBA:266441725,#F2F1F0,1956,220,190,255,1,1,1
1792,vexf,ventral external fibers in hindbrain,ventral external fibers,vexf,DHBA:12799,#F2F1F0,1957,70,240,240,1,1,1
1793,vtg,ventral tegmental tract in bindbrain,ventral tegmental tract,vtg,DHBA:12802,#F2F1F0,1958,145,30,180,1,1,1
1794,vamy,ventral amygdaloid efferent path,ventral amygdaloid efferent path,vamy,DHBA:12093,#F2F1F0,1959,128,128,0,1,1,1
1795,vcsp,ventral corticospinal tract,ventral corticospinal tract,vcsp,DHBA:12798,#F2F1F0,1960,128,128,0,1,1,1
1796,vresp,ventral reticulospinal tract,ventral reticulospinal tract,vresp,DHBA:12800,#F2F1F0,1961,245,130,48,1,1,1
1797,vscb,ventral spinocerebellar tract,ventral spinocerebellar tract,vscb,DHBA:12801,#F2F1F0,1962,0,130,200,1,1,1
1798,vtth,ventral trigeminothalamic tract,ventral trigeminothalamic tract,vtth,DHBA:12803,#F2F1F0,1963,128,128,128,1,1,1
1799,vof,vertical occipital fasciculus,,,DHBA:AA30496,,1964,128,0,0,1,1,1
1800,veme,vestibulomesencephalic tract,vestibulomesencephalic tract,veme,DHBA:12804,#F2F1F0,1965,60,180,75,1,1,1
1801,vn,vomeronasal nerve,,,DHBA:AA30497,,1966,255,225,25,1,1,1
1802,BrSS,surface structures (landmarks) of brain,,,DHBA:AA30498,,1968,245,130,48,1,1,1
1803,FBSS,surface structures (landmarks) of forebrain,surface structures of forebrain,FSS,DHBA:10609,#C8C9CA,271,170,110,40,1,1,1
1804,ces,cerebral sulci,cerebral sulci,CeS,DHBA:10610,#6D6E70,272,230,25,75,1,1,1
1805,bas,basic sulci,basilar sulcus,bas,DHBA:12857,#6D6E70,1969,210,245,60,1,1,1
1806,bas,basilar sulcus,basilar sulcus,bas,DHBA:12857,#6D6E70,1969,210,245,60,1,1,1
1807,hf,hippocampal fissure,hippocampal fissure,hf,DHBA:10619,#6D6E70,289,144,81,83,1,1,1
1808,lof,longitudinal fissure,longitudinal fissure,los,DHBA:10622,#6D6E70,295,210,245,60,1,1,1
1809,trf,transverse cerebral  fissure,transverse cerebral  fissure,tranf,DHBA:12110,#6D6E70,307,145,30,180,1,1,1
1810,cals,callosal sulcus,callosal sulcus,cals,DHBA:10613,#6D6E70,279,208,118,46,1,1,1
1811,rscol,rhinal-collateral sulcus,,,DHBA:AA30499,,1970,0,130,200,1,1,1
1812,rs,rhinal sulcus (rostral collateral sulcus),rhinal sulcus,rs,DHBA:10636,#6D6E70,317,200,2,226,1,1,1
1813,cols,(caudal) collateral sulcus (medial occipitotemporal sulcus),collateral sulcus,cols,DHBA:10618,#6D6E70,286,242,208,88,1,1,1
1814,ols,olfactory sulcus,olfactory sulcus,ols,DHBA:10624,#6D6E70,297,250,55,140,1,1,1
1815,las,lateral (sylvian) sulcus (fissure),lateral (sylvian) fissure,las,DHBA:10621,#6D6E70,291,109,236,167,1,1,1
1816,las-h,"lateral fissure, horizontal (rostral) ramus",,,DHBA:AA30500,,1971,128,128,0,1,1,1
1817,las-a,"lateral fissure, ascending (middle) ramus",,,DHBA:AA30501,,1972,255,215,180,1,1,1
1818,las-m,"lateral fissure, main (caudal) ramus","lateral fissure, middle (ascending) ramus",las-m,DHBA:12108,#6D6E70,293,133,151,156,1,1,1
1819,mas,main sulci,primary sulci,PriS,DHBA:10611,#6D6E70,273,170,255,195,1,1,1
1820,cas,calcarine sulcus (fissure),calcarine fissure,cas,DHBA:10612,#6D6E70,274,23,107,237,1,1,1
1821,cas-r,rostral (common) portion of calcarine sulcus,rostral (common) portion of calcarine fissure,cas-r,DHBA:13217,#6D6E70,275,236,18,59,1,1,1
1822,cas-c,caudal portion of calcarine sulcus,caudal portion of calcarine fissure,cas-c,DHBA:13218,#6D6E70,276,208,122,76,1,1,1
1823,cas-cs,superior ramus of caudal calcarine sulcus,superior ramus of caudal calcarine fissure,cas-cs,DHBA:13219,#6D6E70,277,145,175,49,1,1,1
1824,cas-ci,inferior ramus of caudal calcarine sulcus,inferior ramus of caudal calcarine fissure,cas-ci,DHBA:13220,#6D6E70,278,95,221,155,1,1,1
1825,sts,superior (dorsal) temporal sulcus,superior temporal sulcus,sts,DHBA:10629,#6D6E70,306,160,137,176,1,1,1
1826,sts-as,"superior temporal sulcus, mid-ascending branch",,,DHBA:AA30502,,1973,230,25,75,1,1,1
1827,sts-cp,"superior temporal sulcus, caudal parietal extension",,,DHBA:AA30503,,1974,170,255,195,1,1,1
1828,its,inferior temporal sulcus (middle temporal sulcus),inferior temporal sulcus,its,DHBA:10632,#6D6E70,309,248,22,63,1,1,1
1829,its-r,"inferior temporal sulcus, rostral portion (anterior middle temporal sulcus)",,,DHBA:AA30504,,1975,128,0,0,1,1,1
1830,its-c,"inferior temporal sulcus, caudal portion (posterior middle temporal sulcus)",,,DHBA:AA30505,,1976,240,50,230,1,1,1
1831,cs,central sulcus,central sulcus,cs,DHBA:10614,#6D6E70,280,199,73,203,1,1,1
1832,pos,parietooccipital sulcus,parietooccipital fissure,pos,DHBA:10626,#6D6E70,302,91,9,211,1,1,1
1833,pos-le,"parietooccipital fissure, lateral extension","parietooccipital fissure, lateral extension",pos-le,DHBA:146034780,#6D6E70,303,125,148,61,1,1,1
1834,ips,intraparietal sulcus,intraparietal sulcus,ips,DHBA:10620,#6D6E70,290,87,55,103,1,1,1
1835,cis,cingulate sulcus,cingulate sulcus,cis,DHBA:10615,#6D6E70,281,72,244,81,1,1,1
1836,cis-mr,marginal ramus of cingulate sulcus,marginal ramus of cis,mr,DHBA:10616,#6D6E70,282,0,0,128,1,1,1
1837,csr,circular sulcus of Reil,circular sulcus of Reil,csr,DHBA:10617,#6D6E70,283,241,109,138,1,1,1
1838,csr-u,upper limiting sulcus of csr,upper limiting sulcus,csr-u,DHBA:13341,#6D6E70,284,57,4,22,1,1,1
1839,csr-l,lower limiting sulcus of csr,lower limiting sulcus,csr-l,DHBA:13342,#6D6E70,285,171,38,239,1,1,1
1840,ots,occipitotemporal sulcus (lateral occipitotemporal sulcus),occipitotemporal sulcus,ots,DHBA:10623,#6D6E70,296,192,74,165,1,1,1
1841,ros,rostral sulcus,rostral sulcus,ros,DHBA:146034836,#6D6E70,318,40,223,188,1,1,1
1842,ros-s,superior rostral sulcus,superior rostral sulcus,ros-s,DHBA:146034840,#6D6E70,1977,250,190,212,1,1,1
1843,ros-i,inferior rostral sulcus,inferior rostral sulcus,ros-i,DHBA:146034844,#6D6E70,1978,230,25,75,1,1,1
1844,ifs,inferior frontal sulcus,inferior frontal sulcus,ifs,DHBA:10631,#6D6E70,308,191,209,82,1,1,1
1845,sfs,superior frontal sulcus,superior frontal sulcus,sfs,DHBA:10639,#6D6E70,321,116,67,244,1,1,1
1846,ios,inferior occipital sulcus,inferior occipital sulcus,ios,DHBA:146034800,#6D6E70,311,137,164,180,1,1,1
1847,ors,orbital sulcus,orbital sulcus,ors,DHBA:10625,#6D6E70,298,86,187,42,1,1,1
1848,ors-m,medial orbital sulcus,medial orbital sulcus,ors-m,DHBA:13221,#6D6E70,299,94,107,184,1,1,1
1849,ors-i,intermediate orbital sulcus,,,DHBA:AA30506,,1979,245,130,48,1,1,1
1850,ors-ir,"intermediate orbital sulcus, rostral portion",,,DHBA:AA30507,,1980,145,30,180,1,1,1
1851,ors-ic,"intermediate orbital sulcus, caudal portion",,,DHBA:AA30508,,1981,0,130,200,1,1,1
1852,ors-l,lateral orbital sulcus,lateral orbital sulcus,ors-l,DHBA:13222,#6D6E70,300,153,135,252,1,1,1
1853,ors-t,transverse (arcuate) orbital sulcus,transverse orbital sulcus,ors-t,DHBA:13223,#6D6E70,301,209,3,142,1,1,1
1854,pocs,postcentral sulcus,postcentral sulcus,pocs,DHBA:10627,#6D6E70,304,181,151,114,1,1,1
1855,prcs,precentral sulcus,precentral sulcus,prcs,DHBA:10628,#6D6E70,305,182,1,3,1,1,1
1856,pacis,paracingulate sulcus,paracingulate sulcus,pacis,DHBA:10634,#6D6E70,314,58,152,185,1,1,1
1857,sps,subparietal (splenial) sulcus,subparietal (splenial) sulcus,sps,DHBA:10638,#6D6E70,320,54,132,68,1,1,1
1858,phligs,parahippocampo-lingual sulcus,parahippocampo-ligual sulcus,phligs,DHBA:146034820,#6D6E70,315,70,6,62,1,1,1
1859,us,uncal sulcus,uncal sulcus,us,DHBA:10641,#6D6E70,325,5,213,130,1,1,1
1860,lus,lunate sulcus,lunate sulcus,lus,DHBA:146034812,#6D6E70,1982,128,128,128,1,1,1
1861,pols,parolfactory sulcus,,,DHBA:AA30509,,1983,0,0,128,1,1,1
1862,prin,precentral sulcus of insula,precentral sulcus of insula,prin,DHBA:13343,#6D6E70,1984,0,0,128,1,1,1
1863,poin,postcentral sulcus of insula,postcentral sulcus of insula,poin,DHBA:13344,#6D6E70,1985,128,128,0,1,1,1
1864,tts,transverse temporal sulcus,transverse temporal sulcus,tts,DHBA:146034852,#6D6E70,323,172,110,194,1,1,1
1865,tts-le,lateral extension of transverse temporal sulcus,lateral extension of transverse temporal sulcus,tts-le,DHBA:146034868,#6D6E70,1986,145,30,180,1,1,1
1866,ps,principal sulcus (macaque),,,DHBA:AA30510,,1987,0,128,128,1,1,1
1867,ars,arcuate sulcus (macaque),,,DHBA:AA30511,,1988,145,30,180,1,1,1
1868,ars-s,superior ramus of arcuate sulcus,,,DHBA:AA30512,,1989,220,190,255,1,1,1
1869,ars-i,inferior ramus of arcuate sulcus,,,DHBA:AA30513,,1990,255,215,180,1,1,1
1870,ecas,external calcarine sulcus,,,DHBA:AA30514,,1991,128,0,0,1,1,1
1871,prn,preoccipital notch,preoccipital notch,PrN,DHBA:10645,#6D6E70,1992,255,225,25,1,1,1
1872,tpuj,temporopolar uncal junction,temporopolar uncal junction,TPUJ,DHBA:10646,#D0D0D1,1993,255,215,180,1,1,1
1873,tn,tentorial notch,tentorial notch,TN,DHBA:12180,#6D6E70,1994,255,215,180,1,1,1
1874,pss,pseudosylvian sulcus,,,DHBA:AA30515,,1995,70,240,240,1,1,1
1875,ecs,ectosylvian sulcus,,,DHBA:AA30516,,1996,70,240,240,1,1,1
1876,recs,rostral ectosylvian sulcus,,,DHBA:AA30517,,1997,170,110,40,1,1,1
1877,cecs,caudal ectosylvian sulcus,,,DHBA:AA30518,,1998,60,180,75,1,1,1
1878,sss,suprasylvian sulcus,,,DHBA:AA30519,,1999,250,190,212,1,1,1
1879,ssp,postsylvian sulcus,,,DHBA:AA30520,,2000,255,225,25,1,1,1
1880,dls,(dorso)lateral sulcus,,,DHBA:AA30521,,2001,145,30,180,1,1,1
1881,mls,medial longitudinal stria,medial longitudinal stria,mls,DHBA:12066,#F2F1F0,1889,170,255,195,1,1,1
1882,mls,mediolateral sulcus,medial longitudinal stria,mls,DHBA:12066,#F2F1F0,1889,170,255,195,1,1,1
1883,dgs,diagonal sulcus,,,DHBA:AA30522,,2003,0,128,128,1,1,1
1884,crs,cruciate sulcus,,,DHBA:AA30523,,2004,128,128,0,1,1,1
1885,cns,coronal sulcus,,,DHBA:AA30524,,2005,245,130,48,1,1,1
1886,ass,ans(e)ate sulcus,,,DHBA:AA30525,,2006,0,130,200,1,1,1
1887,sos,superior orbital sulcus,,,DHBA:AA30526,,2007,70,240,240,1,1,1
1888,mgs,marginal sulcus,,,DHBA:AA30527,,2008,245,130,48,1,1,1
1889,cmg,caudal marginal sulcus,,,DHBA:AA30528,,2009,170,255,195,1,1,1
1890,edms,endomarginal sulcus,,,DHBA:AA30529,,2010,128,128,128,1,1,1
1891,etms,entomarginal sulcus,,,DHBA:AA30530,,2011,145,30,180,1,1,1
1892,spls,splenial sulcus,,,DHBA:AA30531,,2012,0,128,128,1,1,1
1893,prss,presylvian sulcus,,,DHBA:AA30532,,2013,60,180,75,1,1,1
1894,CeG,cerebral gyri and lobules (vary greatly across species),cerebral gyri and lobules,CeG,DHBA:12112,#DFCECE,1,137,180,43,1,1,1
1895,FroL,frontal lobe,frontal lobe,FroL,DHBA:12113,#F2E5BB,2,2,74,122,1,1,1
1896,PrCG,precentral gyrus,precentral gyrus,PrCG,DHBA:12114,#EDCF37,3,176,25,18,1,1,1
1897,SFG,superior frontal gyrus,superior frontal gyrus,SFG,DHBA:12115,#D4B235,4,226,177,54,1,1,1
1898,MFG,middle frontal gyrus,middle frontal gyrus,MFG,DHBA:12116,#D4B235,5,208,149,200,1,1,1
1899,IFG,inferior frontal gyrus,inferior frontal gyrus,IFG,DHBA:12117,#C2A335,6,24,125,52,1,1,1
1900,IFGtr,"inferior frontal gyrus, triangular part","inferior frontal gyrus, triangular part",IFGtr,DHBA:12118,#C2A335,7,204,110,71,1,1,1
1901,IFGop,"inferior frontal gyrus, opercular part","inferior frontal gyrus, opercular part",IFGop,DHBA:12119,#C2A335,8,154,47,248,1,1,1
1902,FP,frontal pole,frontal pole,FP,DHBA:146034888,#EAD180,76,149,62,149,1,1,1
1903,FMG,frontomarginal gyrus,frontomarginal gyrus,FMG,DHBA:146034884,#EECF38,75,171,137,36,1,1,1
1904,ReG,rectus gyrus,gyrus rectus (straight gyrus),ReG,DHBA:12121,#B8A26D,10,200,118,81,1,1,1
1905,RoG,rostral gyrus,rostral gyrus,RoG,DHBA:146034876,#B8A26D,74,26,83,152,1,1,1
1906,OrG,orbital gyri,,,DHBA:AA30533,,2014,210,245,60,1,1,1
1907,MOrG,medial orbital gyrus,medial orbital gyrus,MOrG,DHBA:12122,#CAB781,11,139,146,225,1,1,1
1908,AOrG,anterior intermediate orbital gyrus,anterior intermediate orbital gyrus,AOrG,DHBA:12123,#CAB781,12,238,19,210,1,1,1
1909,POrG,posterior intermediate orbital gyrus,posterior intermediate orbital gyrus,POrG,DHBA:12124,#CAB781,13,67,104,41,1,1,1
1910,LOrG,lateral orbital gyrus,lateral orbital gyrus,LOrG,DHBA:12125,#AB9158,14,52,182,189,1,1,1
1911,PCLr,"paracentral lobule, rostral part","paracentral lobule, rostral part",PCLr,DHBA:12126,#EDCF37,15,183,37,140,1,1,1
1912,FrO,frontal operculum,frontal operculum,FrO,DHBA:12127,#C2A335,16,224,82,147,1,1,1
1913,PoCG,postcentral gyrus,postcentral gyrus,PoCG,DHBA:12132,#EC813B,21,47,196,62,1,1,1
1914,PaCG,paracingulate gyrus,paracingulate gyrus,PaCG,DHBA:146034872,#EAA6AF,73,220,205,120,1,1,1
1915,CgGr,"cingulate gyrus, rostral (anterior) part","cingulate gyrus, rostral (anterior) part",CgGr,DHBA:12157,#E26880,46,226,12,152,1,1,1
1916,SCG,subcallosal (subgenual) gyrus (parolfactory gyrus),subcallosal gyrus (parolfactory gyrus),SCG,DHBA:12160,#E26880,49,38,217,220,1,1,1
1917,PTG,paraterminal gyrus,paraterminal gyrus,PTG,DHBA:12161,#E26880,50,10,41,68,1,1,1
1918,DLPG,dorsolateral prefrontal gyrus,,,DHBA:AA30534,,2015,70,240,240,1,1,1
1919,VLPG,ventrolateral prefrontal gyrus,,,DHBA:AA30535,,2016,170,255,195,1,1,1
1920,PRG,prorean gyrus,perirhinal gyrus ( rostral part of FuGt),PRG,DHBA:146034892,#D55C92,2017,145,30,180,1,1,1
1921,PRG,perirhinal gyrus,perirhinal gyrus ( rostral part of FuGt),PRG,DHBA:146034892,#D55C92,2017,145,30,180,1,1,1
1922,DAG,diagonal gyrus,,,DHBA:AA30536,,2018,220,190,255,1,1,1
1923,PCrG,precruciate gyrus,,,DHBA:AA30537,,2019,250,190,212,1,1,1
1924,PCrGr,rostral precruciate gyrus,,,DHBA:AA30538,,2020,170,255,195,1,1,1
1925,PCrGc,caudal precruciate gyrus,,,DHBA:AA30539,,2021,250,190,212,1,1,1
1926,RCG,rostral composite gyrus,,,DHBA:AA30540,,2022,255,215,180,1,1,1
1927,COG,coronal gyrus,,,DHBA:AA30541,,2023,0,130,200,1,1,1
1928,GeG,genual gyrus,,,DHBA:AA30542,,2024,245,130,48,1,1,1
1929,FRG,frontal gyrus,,,DHBA:AA30543,,2025,245,130,48,1,1,1
1930,ParL,parietal lobe,parietal lobe,ParL,DHBA:12131,#F0DABE,20,73,108,171,1,1,1
1931,SPL,superior parietal lobule (gyrus),supraparietal lobule,SPL,DHBA:12133,#E49C33,22,170,243,66,1,1,1
1932,IPL,inferior parietal lobule (gyrus),inferior parietal lobule,IPL,DHBA:12134,#D38E32,23,125,57,55,1,1,1
1933,SMG,supramarginal gyrus,supramarginal gyrus,SMG,DHBA:12135,#D38E32,24,27,88,91,1,1,1
1934,AnG,angular gyrus,angular gyrus,AnG,DHBA:12136,#D38E32,25,78,51,246,1,1,1
1935,PrCun,precuneaus (gyrus),precuneus,PrCun,DHBA:12137,#E49C33,26,75,140,53,1,1,1
1936,PCLc,"paracentral lobule, caudal part","paracentral lobule, caudal part",PCLc,DHBA:12138,#E49C33,27,237,191,44,1,1,1
1937,PaO,parietal operculum,parietal operculum,PaO,DHBA:13230,#E8AF66,69,230,177,141,1,1,1
1938,CgGc,"cingulate gyrus, caudal (posterior) part","cingulate gyrus, caudal (posterior) part",CgGc,DHBA:12158,#DF4F72,47,230,200,248,1,1,1
1939,Ann,annectant gyrus,,,DHBA:AA30544,,2026,255,250,200,1,1,1
1940,RES,rostral ectosylvian gyrus,,,DHBA:AA30545,,2027,0,0,128,1,1,1
1941,RSS,rostral suprasylvian gyrus,,,DHBA:AA30546,,2028,0,128,128,1,1,1
